country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Senegal,5583.165,5760.797,5938.43,6116.062,6293.695,6471.326999999999,6682.323,6893.319,7104.315,7315.311,7526.307,7759.079000000001,7991.85,8224.621,8457.393,8690.164,8911.678,9133.192,9354.706,9576.22,9797.734,10056.21,10314.69,10573.16,10831.64,11090.12,11407.72,11725.33,12042.94,12360.54,12678.15,13058.21,13438.27,13818.33,14198.4,14578.46,15011.55,15444.65,16310.9
Sierra Leone,3365.441,3452.263,3539.085,3625.906,3712.728,3799.55,3902.0890000000004,4004.6279999999997,4107.167,4209.707,4312.246,4304.7609999999995,4297.275,4289.79,4282.304,4274.819,4332.715,4390.61,4448.505999999999,4506.401,4564.2970000000005,4783.113,5001.93,5220.746,5439.563,5658.379,5818.446999999999,5978.516,6138.5830000000005,6298.651999999999,6458.72,6614.380999999999,6770.0419999999995,6925.703,7081.3640000000005,7237.025,7399.005999999999,7560.986999999999,7723.0
Singapore,2413.945,2532.835,2646.466,2681.0609999999997,2732.2209999999995,2735.9570000000003,2733.373,2774.789,2846.1079999999997,2930.901,3047.132,3135.083,3230.698,3313.4709999999995,3419.048,3524.506,3670.704,3796.038,3927.2129999999997,3958.723,4027.887,4138.012,4175.95,4114.826,4166.664000000001,4265.762,4401.365,4588.599,4839.396,4987.573,5076.732,5183.688,5312.437,5399.161999999999,5469.724,5535.0019999999995,5607.283,5612.253000000001,5693.9
Solomon Islands,230.607,238.6458,246.6846,254.7234,262.7622,270.801,279.0088,287.2166,295.4244,303.6322,311.84,321.317,330.79400000000004,340.27099999999996,349.74800000000005,359.225,369.9018,380.5786,391.2554,401.9322,412.60900000000004,424.0642,435.5194,446.9746,458.4298,469.885,481.466,493.04699999999997,504.62800000000004,516.2090000000001,527.79,539.7284,551.6668,563.6052,575.5436,587.482,599.445,611.408,623.4
Somalia,6359.13,6445.64,6532.16,6618.68,6705.2,6791.72,6912.84,7033.97,7155.1,7276.22,7397.35,7458.86,7520.37,7581.88,7643.38,7704.89,7966.21,8227.53,8488.84,8750.16,9011.48,9291.17,9570.86,9850.55,10130.2,10409.9,10738.6,11067.2,11395.9,11724.6,12053.2,12424.2,12795.2,13166.2,13537.2,13908.1,14347.5,14787.0,15226.4
South Africa,28653.28,29434.58,30256.21,31099.94,31947.24,32781.0,33596.04,34404.25,35218.11,36049.64,36914.08,37832.3,38791.92,39754.49,40680.34,41534.86,42315.39,43045.11,43736.12,44400.55,45045.38,45655.08,46226.81,46785.06,47355.71,47959.0,48586.77,49226.54,49887.58,50579.74,51314.54,52105.76,52944.26,53804.32,54659.27,55487.46,56293.99,57092.66,57473.2
South Korea,38115.13,38673.46,39245.07,39812.3,40357.35,40862.49,41317.12,41734.16,42135.31,42542.61,42976.23,43441.46,43924.37,44411.65,44889.72,45348.71,45796.51,46238.78,46664.41,47061.7,47419.98,47736.52,48018.62,48273.3,48507.92,48725.76,48913.64,49070.86,49218.84,49379.62,49575.55,49821.68,50101.6,50385.02,50641.0,50842.28,50985.7,51089.67,51184.7
Spain,37527.22,37789.44,38012.05,38191.87,38349.73,38484.93,38597.98,38696.51,38775.78,38834.13,38870.84,38987.62,39184.27,39385.57,39571.77,39745.13,39910.22,40078.91,40243.52,40407.7,40592.28,40896.63,41530.63,42277.59,43015.51,43742.36,44494.15,45337.34,46025.39,46393.87,46599.47,46761.58,46761.76,46593.08,46473.05,46443.65,46495.05,46609.54,46628.4
Sri Lanka,15035.86,15264.64,15493.43,15722.22,15951.01,16179.8,16409.78,16639.76,16869.75,17099.73,17329.71,17513.2,17696.68,17880.16,18063.64,18247.12,18354.08,18461.05,18568.01,18674.97,18781.94,18930.46,19078.99,19227.51,19376.03,19524.56,19659.32,19794.08,19928.84,20063.59,20198.35,20301.49,20404.63,20507.77,20610.9,20714.04,20788.04,20862.04,20936.0
Sudan,14507.47,15048.01,15588.56,16129.1,16669.64,17210.19,17797.67,18385.15,18972.63,19560.11,20147.59,20937.02,21726.45,22515.88,23305.32,24094.75,24730.8,25366.85,26002.91,26638.96,27275.02,28009.92,28744.81,29479.71,30214.62,30949.52,31668.62,32387.71,33106.81,33825.91,34545.01,35416.6,36288.19,37159.77,38031.36,38902.95,39892.21,40881.47,41583.8
Suriname,362.777,364.5156,366.2542,367.9928,369.7314,371.47,378.6704,385.8708,393.0712,400.2716,407.472,414.7224,421.9728,429.2232,436.4736,443.724,449.4572,455.1904,460.9236,466.6568,472.39,477.7012,483.0124,488.3236,493.6348,498.94599999999997,504.3774,509.8088,515.2402,520.6716,526.1030000000001,531.524,536.945,542.366,547.7869999999999,553.2080000000001,558.1168,563.0256,567.9
Swaziland,603.372,623.7146,644.0572,664.3998,684.7424,705.085,736.3426,767.6002,798.8578,830.1154,861.373,881.2568,901.1406,921.0244,940.9082,960.7919999999999,980.9272,1001.062,1021.198,1041.333,1061.468,1070.349,1079.23,1088.111,1096.992,1105.873,1125.267,1144.661,1164.055,1183.4489999999998,1202.843,1226.077,1249.31,1272.5439999999999,1295.777,1319.011,1343.068,1367.125,1391.2
Sweden,8312.389000000001,8321.136999999999,8325.819,8329.419,8338.110999999999,8352.324,8372.751,8401.875,8442.088,8501.482,8566.783000000001,8624.062,8674.053,8725.198,8789.654,8829.578000000001,8841.873,8846.453000000001,8851.811,8858.761999999999,8874.78,8899.252,8928.915,8962.59,8997.996,9034.117,9088.692,9156.801,9228.814,9309.056999999999,9387.487,9457.624,9528.504,9611.5,9708.921,9812.144,9941.103000000001,10073.33,10179.4
Switzerland,6335.2,6372.9,6409.7,6427.8,6455.9,6484.8,6523.4,6566.8,6620.0,6673.9,6750.7,6842.8,6908.0,6968.6,7019.03,7062.37,7081.39,7096.52,7123.5,7164.4,7204.055,7255.653,7313.853,7364.148,7415.103,7459.128000000001,7508.7390000000005,7593.494000000001,7701.856,7785.806,7870.134,7954.661999999999,8039.06,8139.630999999999,8237.665,8327.126,8419.55,8484.13,8563.6
Syria,8930.774,9274.346,9617.917,9961.489,10305.06,10648.63,11008.14,11367.65,11727.16,12086.66,12446.17,12826.04,13205.9,13585.76,13965.63,14345.49,14758.56,15171.63,15584.71,15997.78,16410.85,16787.6,17164.35,17541.11,17917.86,18294.61,18839.46,19384.3,19929.14,20473.99,21018.83,20562.06,20105.29,19648.53,19191.76,18734.99,18772.88,18810.77,18848.7
Taiwan,17682.93,18048.12,18395.1,18687.48,18964.7,19222.07,19435.85,19644.05,19868.4,20080.75,20309.53,20529.12,20728.8,20923.1,21109.45,21290.1,21462.4,21661.3,21858.95,22030.95,22207.57,22357.22,22477.6,22573.4,22657.58,22739.68,22836.88,22928.88,23010.0,23090.0,23146.25,23201.38,23281.88,23352.25,23411.5,23470.25,23522.0,23574.38,23621.3
Tanzania,18683.16,19313.93,19944.69,20575.46,21206.23,21837.0,22561.52,23286.04,24010.56,24735.08,25459.6,26359.84,27260.07,28160.31,29060.54,29960.78,30804.23,31647.68,32491.13,33334.59,34178.04,35224.54,36271.04,37317.54,38364.04,39410.55,40748.15,42085.76,43423.37,44760.98,46098.59,47654.86,49211.14,50767.41,52323.68,53879.96,55658.89,57437.82,59216.8
Thailand,47494.62,48449.73,49385.5,50308.41,51224.74,52144.43,53087.38,54044.78,54981.02,55859.86,56644.13,57307.39,57877.18,58406.1,58947.65,59551.62,60234.51,60961.53,61694.05,62392.98,63024.51,63587.95,64105.74,64586.48,65038.46,65467.38,65866.61,66233.09,66576.77,66908.11,67236.34,67562.83,67881.3,68187.45,68477.0,68746.69,68998.62,69234.71,69193.4
The Bahamas,210.66099999999997,215.4662,220.2714,225.0766,229.8818,234.687,239.0168,243.3466,247.6764,252.0062,256.336,261.0988,265.8616,270.6244,275.3872,280.15,283.698,287.246,290.79400000000004,294.342,297.89,304.1618,310.4336,316.7054,322.9772,329.249,335.5656,341.8822,348.1988,354.5154,360.832,366.0332,371.2344,376.4356,381.6368,386.838,390.8382,394.8384,398.8
Togo,2720.8390000000004,2827.27,2933.7009999999996,3040.132,3146.563,3252.994,3359.783,3466.573,3573.362,3680.151,3786.94,3884.357,3981.7740000000003,4079.19,4176.607,4274.024,4413.292,4552.561,4691.83,4831.099,4970.367,5112.947,5255.526999999999,5398.107,5540.688,5683.268,5847.205,6011.142,6175.079000000001,6339.015,6502.951999999999,6685.722,6868.491999999999,7051.262,7234.031999999999,7416.802,7610.3,7803.797,7997.3
Tonga,93.007,93.1962,93.3854,93.5746,93.7638,93.95299999999999,94.193,94.43299999999999,94.67299999999999,94.913,95.15299999999999,95.3376,95.5222,95.7068,95.8914,96.07600000000001,96.4772,96.8784,97.2796,97.6808,98.08200000000001,98.6738,99.2656,99.8574,100.4492,101.041,101.6602,102.2794,102.8986,103.5178,104.137,104.5824,105.0278,105.4732,105.9186,106.36399999999999,107.2986,108.2332,109.2
Trinidad and Tobago,1085.308,1102.432,1119.556,1136.68,1153.8039999999999,1170.928,1181.122,1191.317,1201.511,1211.7060000000001,1221.9,1228.52,1235.14,1241.761,1248.381,1255.001,1257.598,1260.194,1262.7910000000002,1265.387,1267.984,1273.774,1279.5639999999999,1285.354,1291.144,1296.934,1303.167,1309.4,1315.634,1321.8670000000002,1328.1,1334.4979999999998,1340.8970000000002,1347.295,1353.694,1360.092,1363.619,1367.1470000000002,1370.7
Tunisia,6374.039000000001,6565.15,6756.2609999999995,6947.371999999999,7138.483,7329.594,7512.174,7694.755,7877.335,8059.916,8242.496,8419.076,8595.657,8772.237,8948.817,9125.398000000001,9241.988000000001,9358.579,9475.169,9591.76,9708.35,9788.034,9867.719000000001,9947.402,10027.09,10106.77,10212.47,10318.16,10423.85,10529.55,10635.24,10744.18,10853.13,10962.07,11071.01,11179.95,11307.68,11435.42,11651.3
Turkey,44101.72,45114.12,46155.56,47206.36,48246.11,49257.37,50240.14,51206.0,52158.71,53102.0,54037.67,54959.72,55867.61,56771.05,57680.09,58604.03,59545.67,60498.57,61455.96,62410.94,63358.18,64300.43,65240.89,66176.14,67103.16,68013.08,68878.61,69708.64,70551.02,71454.75,72467.55,73614.27,74860.51,76154.14,77440.75,78684.48,79932.48,81203.25,82001.5
U.S. Virgin Islands,97.15212,98.368,99.58386,100.7997,102.0156,103.2315,102.9326,102.6337,102.3349,100.866,101.809,102.4805,103.152,103.8235,104.495,105.1665,105.838,106.525,107.21600000000001,107.912,108.61200000000001,109.40299999999999,110.02600000000001,110.74,111.459,111.47,113.689,114.743,115.852,107.34299999999999,106.405,105.78399999999999,105.08,104.76100000000001,102.008,97.94200000000001,97.37299999999999,96.815,96.8
Uganda,12442.33,12865.74,13289.14,13712.55,14135.95,14559.36,15118.36,15677.37,16236.38,16795.38,17354.39,17966.14,18577.9,19189.65,19801.4,20413.15,21060.56,21707.96,22355.36,23002.77,23650.17,24457.05,25263.94,26070.82,26877.7,27684.59,28633.3,29582.02,30530.73,31479.45,32428.17,33587.62,34747.08,35906.54,37066.0,38225.45,39728.56,41231.68,44370.6
United Arab Emirates,1019.5089999999999,1088.84,1158.171,1227.502,1296.833,1366.164,1458.618,1551.0710000000001,1643.525,1735.9779999999998,1828.432,1945.764,2063.095,2180.427,2297.758,2415.09,2558.885,2702.679,2846.473,2990.268,3134.062,3424.895,3715.7270000000003,4006.56,4297.393,4588.225,5380.578,6172.93,6965.283,7757.635,8549.988000000001,8692.57,8835.152,8977.735,9120.317,9433.606,9565.38,9697.154,9549.6
United Kingdom,56329.62,56343.69,56299.88,56331.88,56430.38,56569.31,56698.38,56817.5,56939.19,57097.12,57265.62,57453.81,57600.06,57733.69,57883.31,58040.88,58183.44,58334.81,58504.12,58708.81,58915.94,59146.25,59401.0,59678.75,60017.25,60461.69,60893.38,61382.94,61874.38,62327.25,62827.25,63330.94,63753.94,64173.0,64662.5,65178.81,65687.88,66089.75,66541.5
United States,227225.0,229466.0,231664.0,233792.0,235825.0,237924.0,240133.0,242289.0,244499.0,246819.0,249623.0,252981.0,256514.0,259919.0,263126.0,266278.0,269394.0,272647.0,275854.0,279040.0,282162.0,284969.0,287625.0,290108.0,292805.0,295517.0,298380.0,301231.0,304094.0,306772.0,309348.0,311663.0,313998.0,316205.0,318563.0,320897.0,323128.0,325511.0,327892.2
Uruguay,2915.389,2934.615,2953.841,2973.067,2992.2929999999997,3011.5190000000002,3031.135,3050.752,3070.368,3089.985,3109.6009999999997,3132.5370000000003,3155.473,3178.409,3201.345,3224.281,3243.3720000000003,3262.4629999999997,3281.554,3300.645,3319.736,3320.1490000000003,3320.563,3320.9759999999997,3321.39,3321.803,3329.297,3336.792,3344.2859999999996,3351.781,3359.275,3369.822,3380.369,3390.915,3401.462,3412.009,3424.353,3436.698,3469.3
Vanuatu,115.632,118.51100000000001,121.39,124.26899999999999,127.148,130.02700000000002,133.3484,136.6698,139.9912,143.3126,146.634,150.9542,155.2744,159.5946,163.9148,168.235,171.6006,174.9662,178.3318,181.6974,185.063,189.9244,194.7858,199.6472,204.5086,209.37,214.755,220.14,225.525,230.91,236.295,241.9566,247.6182,253.2798,258.9414,264.603,270.4692,276.3354,282.2
Venezuela,15343.92,15761.8,16185.89,16617.35,17057.79,17508.06,17968.55,18437.79,18912.53,19388.34,19861.95,20332.07,20799.08,21263.45,21726.35,22188.67,22650.1,23110.18,23569.46,24028.69,24488.34,24948.48,25408.7,25868.52,26327.22,26784.16,27239.17,27691.96,28141.7,28587.32,29028.03,29463.29,29893.08,30317.85,30738.38,31155.14,31568.18,31977.07,32381.2
Vietnam,54372.52,55707.89,57043.26,58378.63,59714.0,61049.37,62481.42,63913.46,65345.51,66777.56,68209.6,69607.48,71005.35,72403.23,73801.1,75198.98,76216.3,77233.61,78250.93,79268.24,80285.56,81090.22,81894.88,82699.53,83504.19,84308.84,85141.58,85974.31,86807.05,87639.78,88472.52,89492.32,90512.13,91531.95,92551.76,93571.57,94529.28,95487.0,96444.7
Yemen,8120.496999999999,8465.978000000001,8811.458,9156.938,9502.419,9847.899,10289.73,10731.55,11173.38,11615.21,12057.04,12709.76,13362.48,14015.21,14667.93,15320.65,15831.47,16342.28,16853.1,17363.91,17874.72,18416.37,18958.01,19499.65,20041.29,20582.93,21187.7,21792.47,22397.24,23002.01,23606.78,24268.66,24930.55,25592.44,26254.32,26916.21,27582.03,28247.85,28913.7
Zambia,5889.23,6102.4259999999995,6315.6230000000005,6528.819,6742.016,6955.2119999999995,7169.62,7384.028,7598.437,7812.845,8027.253000000001,8249.218,8471.183,8693.146999999999,8915.112,9137.077,9415.905999999999,9694.734,9973.563,10252.39,10531.22,10835.41,11139.59,11443.78,11747.97,12052.16,12411.73,12771.31,13130.88,13490.46,13850.03,14300.14,14750.25,15200.37,15650.48,16100.59,16616.32,17132.06,17647.8
Zimbabwe,7164.172,7463.109,7762.045999999999,8060.983,8359.92,8658.857,8963.708,9268.56,9573.41,9878.261999999999,10183.11,10410.56,10638.01,10865.45,11092.9,11320.35,11500.73,11681.11,11861.49,12041.87,12222.25,12365.81,12509.36,12652.92,12796.48,12940.03,13169.29,13398.55,13627.8,13857.06,14086.32,14424.54,14762.77,15101.0,15439.22,15777.45,16158.05,16538.66,16919.3
